title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source
Need for Speed: Undercover,11/17/2008,EA Vancouver,Electronic Arts,Auto Racing Sim,Rated T For Teen,5.6,PlayStation 3,59,dataset3
Need for Speed: Undercover,11/17/2008,EA Vancouver,Electronic Arts,Auto Racing Sim,Rated T For Teen,5.6,Xbox 360,64,dataset3
Need for Speed: Undercover,11/17/2008,EA Vancouver,Electronic Arts,Auto Racing Sim,Rated T For Teen,5.6,PSP,52,dataset3
Need for Speed: Undercover,11/17/2008,EA Vancouver,Electronic Arts,Auto Racing Sim,Rated T For Teen,5.6,DS,59,dataset3
Need for Speed: Undercover,11/17/2008,EA Vancouver,Electronic Arts,Auto Racing Sim,Rated T For Teen,5.6,Wii,54,dataset3
Need for Speed: Undercover,11/17/2008,EA Vancouver,Electronic Arts,Auto Racing Sim,Rated T For Teen,5.6,PC,65,dataset3
The Shield: The Game,1/9/2007,Point of View,Aspyr,Third Person Shooter,Rated M For Mature,6.0,PlayStation 2,36,dataset3
The Shield: The Game,1/9/2007,Point of View,Aspyr,Third Person Shooter,Rated M For Mature,6.0,PC,34,dataset3
The Biggest Loser: Ultimate Workout,11/4/2010,Blitz Games Studios,THQ,Exercise,Rated E For Everyone,,Xbox 360,68,dataset3
Ring Run Circus,10/10/2013,Kalio Ltda.,Kalio Ltda.,Action,,,iOS (iPhone/iPad),67,dataset3
Ring Run Circus,10/10/2013,Kalio Ltda.,Kalio Ltda.,Action,,,PlayStation Vita,tbd,dataset3
Pawarumi,7/24/2019,Manufacture 43,Manufacture 43,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,8.1,PC,tbd,dataset3
Pawarumi,7/24/2019,Manufacture 43,Manufacture 43,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,8.1,PlayStation 4,tbd,dataset3
Pawarumi,7/24/2019,Manufacture 43,Manufacture 43,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,8.1,Nintendo Switch,77,dataset3
Pawarumi,7/24/2019,Manufacture 43,Manufacture 43,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,8.1,Xbox One,71,dataset3
Dungeons & Dragons: Dark Alliance,6/22/2021,Tuque Games,Wizards of the Coast,RPG,Rated M For Mature,3.3,PC,53,dataset3
Dungeons & Dragons: Dark Alliance,6/22/2021,Tuque Games,Wizards of the Coast,RPG,Rated M For Mature,3.3,PlayStation 5,57,dataset3
Dungeons & Dragons: Dark Alliance,6/22/2021,Tuque Games,Wizards of the Coast,RPG,Rated M For Mature,3.3,PlayStation 4,tbd,dataset3
Dungeons & Dragons: Dark Alliance,6/22/2021,Tuque Games,Wizards of the Coast,RPG,Rated M For Mature,3.3,Xbox One,tbd,dataset3
Dungeons & Dragons: Dark Alliance,6/22/2021,Tuque Games,Wizards of the Coast,RPG,Rated M For Mature,3.3,Xbox Series X,58,dataset3
ISLANDERS: Console Edition,8/11/2021,GrizzlyGames,GrizzlyGames,Strategy,Rated E For Everyone,6.9,Nintendo Switch,75,dataset3
ISLANDERS: Console Edition,8/11/2021,GrizzlyGames,GrizzlyGames,Strategy,Rated E For Everyone,6.9,PlayStation 4,83,dataset3
ISLANDERS: Console Edition,8/11/2021,GrizzlyGames,GrizzlyGames,Strategy,Rated E For Everyone,6.9,Xbox One,80,dataset3
Naruto Shippuden: Ninja Destiny 2,9/15/2009,DreamFactory,Tomy Corporation,3D Fighting,Rated T For Teen,3.9,DS,55,dataset3
System Shock 2,8/11/1999,Irrational Games,Looking Glass Studios,Survival,Rated M For Mature,9.1,PC,92,dataset3
Transformers: Fall of Cybertron,8/21/2012,High Moon Studios,Activision,Third Person Shooter,Rated T For Teen,8.5,PC,78,dataset3
Transformers: Fall of Cybertron,8/21/2012,High Moon Studios,Activision,Third Person Shooter,Rated T For Teen,8.5,PlayStation 3,77,dataset3
Transformers: Fall of Cybertron,8/21/2012,High Moon Studios,Activision,Third Person Shooter,Rated T For Teen,8.5,Xbox 360,79,dataset3
GunGriffon: Allied Strike,12/14/2004,Game Arts,Tecmo,Vehicle Combat Sim,Rated T For Teen,,Xbox,55,dataset3
XCOM: Enemy Within Expansion,11/11/2013,Firaxis Games,2K Games,Turn-Based Tactics,Rated M For Mature,8.1,PC,86,dataset3
Rugby 20,1/23/2020,Bigben Interactive,Bigben Interactive,Rugby,Rated E For Everyone,3.9,Xbox One,57,dataset3
Rugby 20,1/23/2020,Bigben Interactive,Bigben Interactive,Rugby,Rated E For Everyone,3.9,PlayStation 4,49,dataset3
World Poker Tour (2005),10/18/2005,Coresoft,2K Sports,Gambling,Rated T For Teen,,Game Boy Advance,tbd,dataset3
World Poker Tour (2005),10/18/2005,Coresoft,2K Sports,Gambling,Rated T For Teen,,PlayStation 2,60,dataset3
World Poker Tour (2005),10/18/2005,Coresoft,2K Sports,Gambling,Rated T For Teen,,Xbox,63,dataset3
World Poker Tour (2005),10/18/2005,Coresoft,2K Sports,Gambling,Rated T For Teen,,PSP,68,dataset3
The Experiment (2007),2/5/2008,Lexis Numerique,DreamCatcher Interactive,Adventure,Rated T For Teen,5.9,PC,68,dataset3
Eric Young's Squad Assault: West Front,11/2/2003,Freedom LLC,Matrix Games,Real-Time Strategy,Rated T For Teen,,PC,68,dataset3
Seed of Life,8/11/2021,MadLightStudio,MadLightStudio,Action Adventure,,6.6,PC,58,dataset3
Unlimited Saga,6/17/2003,SquareSoft,Square Enix,JRPG,Rated T For Teen,6.2,PlayStation 2,45,dataset3
Fantasy General II: Invasion,9/5/2019,Owned by Gravity,Slitherine,Strategy,,6.9,PC,80,dataset3
Fantasy General II: Invasion,9/5/2019,Owned by Gravity,Slitherine,Strategy,,6.9,PlayStation 4,tbd,dataset3
Fantasy General II: Invasion,9/5/2019,Owned by Gravity,Slitherine,Strategy,,6.9,Xbox One,tbd,dataset3
Clock Tower 3,3/18/2003,Capcom,Capcom,Survival,Rated M For Mature,7.4,PlayStation 2,69,dataset3
The Legend of Zelda: Ocarina of Time,11/23/1998,Nintendo,Nintendo,Open-World Action,Rated E For Everyone,9.1,Nintendo 64,99,dataset3
Shogo: Mobile Armor Division,9/30/1998,Monolith Productions,Monolith Productions,FPS,Rated M For Mature,8.3,PC,88,dataset3
Nights of Azure,3/29/2016,Gust,Koei Tecmo Games,Action RPG,Rated T For Teen,7.3,PlayStation 4,67,dataset3
Nights of Azure,3/29/2016,Gust,Koei Tecmo Games,Action RPG,Rated T For Teen,7.3,PC,64,dataset3
Mario Party: Star Rush,11/4/2016,Nd Cube,Nintendo,Party,Rated E For Everyone,6.9,3DS,68,dataset3
DNF Duel: Who's Next,6/28/2022,Eighting,Nexon,2D Fighting,Rated T For Teen,5.3,PlayStation 4,tbd,dataset3
DNF Duel: Who's Next,6/28/2022,Eighting,Nexon,2D Fighting,Rated T For Teen,5.3,PlayStation 5,80,dataset3
DNF Duel: Who's Next,6/28/2022,Eighting,Nexon,2D Fighting,Rated T For Teen,5.3,PC,79,dataset3
DNF Duel: Who's Next,6/28/2022,Eighting,Nexon,2D Fighting,Rated T For Teen,5.3,Nintendo Switch,73,dataset3
Blood Bowl,6/25/2009,Cyanide,Focus Home Interactive,Football,Rated T For Teen,5.3,PC,72,dataset3
Blood Bowl,6/25/2009,Cyanide,Focus Home Interactive,Football,Rated T For Teen,5.3,Xbox 360,61,dataset3
Blood Bowl,6/25/2009,Cyanide,Focus Home Interactive,Football,Rated T For Teen,5.3,DS,52,dataset3
Blood Bowl,6/25/2009,Cyanide,Focus Home Interactive,Football,Rated T For Teen,5.3,PSP,61,dataset3
Blood Bowl,6/25/2009,Cyanide,Focus Home Interactive,Football,Rated T For Teen,5.3,iOS (iPhone/iPad),62,dataset3
Blitzkrieg 3,6/2/2017,Nival Interactive,Nival Interactive,Real-Time Tactics,,4.0,PC,68,dataset3
Bohemian Killing,7/21/2016,The Moonwalls,IQ Publishing,Visual Novel,,6.0,PC,55,dataset3
Bohemian Killing,7/21/2016,The Moonwalls,IQ Publishing,Visual Novel,,6.0,Nintendo Switch,tbd,dataset3
The Sims: House Party,3/26/2001,Maxis,EA Games,Virtual Life,Rated T For Teen,7.1,PC,74,dataset3
Deca Sports Freedom,11/18/2010,Hudson,Hudson Entertainment,Athletics,Rated E +10 For Everyone +10,3.3,Xbox 360,26,dataset3
Night in the Woods,2/21/2017,Infinite Fall,Finji,Adventure,,7.7,PC,88,dataset3
Night in the Woods,2/21/2017,Infinite Fall,Finji,Adventure,,7.7,PlayStation 4,87,dataset3
Night in the Woods,2/21/2017,Infinite Fall,Finji,Adventure,,7.7,Xbox One,75,dataset3
Night in the Woods,2/21/2017,Infinite Fall,Finji,Adventure,,7.7,Nintendo Switch,85,dataset3
Night in the Woods,2/21/2017,Infinite Fall,Finji,Adventure,,7.7,iOS (iPhone/iPad),tbd,dataset3
Indivisible,10/8/2019,Lab Zero Games,505 Games,Action RPG,Rated T For Teen,6.8,PlayStation 4,77,dataset3
Indivisible,10/8/2019,Lab Zero Games,505 Games,Action RPG,Rated T For Teen,6.8,Nintendo Switch,79,dataset3
Indivisible,10/8/2019,Lab Zero Games,505 Games,Action RPG,Rated T For Teen,6.8,Xbox One,82,dataset3
Indivisible,10/8/2019,Lab Zero Games,505 Games,Action RPG,Rated T For Teen,6.8,PC,78,dataset3
Nightcaster II: Equinox,12/11/2002,Jaleco Entertainment,Jaleco Entertainment,Action Adventure,Rated T For Teen,,Xbox,46,dataset3
Disney's Aladdin in Nasira's Revenge,3/15/2001,Argonaut Games,SCEA,3D Platformer,Rated E For Everyone,6.9,PlayStation,61,dataset3
The Legendary Starfy,6/7/2009,TOSE,Nintendo,2D Platformer,Rated E For Everyone,8.1,DS,75,dataset3
The Guy Game,8/31/2004,Top Heavy Studios,Gathering,Trivia,Rated M For Mature,5.6,PlayStation 2,48,dataset3
The Guy Game,8/31/2004,Top Heavy Studios,Gathering,Trivia,Rated M For Mature,5.6,Xbox,47,dataset3
The Guy Game,8/31/2004,Top Heavy Studios,Gathering,Trivia,Rated M For Mature,5.6,PC,tbd,dataset3
FORCED,10/24/2013,BetaDwarf,BetaDwarf,Action RPG,,7.7,PC,72,dataset3
FORCED,10/24/2013,BetaDwarf,BetaDwarf,Action RPG,,7.7,Xbox One,54,dataset3
FORCED,10/24/2013,BetaDwarf,BetaDwarf,Action RPG,,7.7,PlayStation 4,60,dataset3
Rune Raiders,,Retro 64,Retro 64,Adventure,,,iOS (iPhone/iPad),76,dataset3
OlliOlli2: Welcome to Olliwood,3/3/2015,roll7,roll7,Skating,Rated T For Teen,6.5,PlayStation Vita,85,dataset3
OlliOlli2: Welcome to Olliwood,3/3/2015,roll7,roll7,Skating,Rated T For Teen,6.5,PlayStation 4,86,dataset3
OlliOlli2: Welcome to Olliwood,3/3/2015,roll7,roll7,Skating,Rated T For Teen,6.5,PC,82,dataset3
OlliOlli2: Welcome to Olliwood,3/3/2015,roll7,roll7,Skating,Rated T For Teen,6.5,Xbox One,83,dataset3
Score Rush Extended,5/31/2016,Xona Games,Xona Games,Top-Down Shoot-'Em-Up,Rated E For Everyone,7.2,PlayStation 4,80,dataset3
World of Warcraft: The Burning Crusade,1/16/2007,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,6.0,PC,91,dataset3
Pryzm Chapter One: The Dark Unicorn,6/10/2002,Digital Illusions,TDK Mediactive,Action Adventure,Rated T For Teen,3.0,PlayStation 2,59,dataset3
NieR: Automata - The End of YoRHa Edition,10/6/2022,PlatinumGames,Square Enix,Action RPG,Rated M For Mature,7.4,Nintendo Switch,89,dataset3
Monster Hunter Rise: Sunbreak,6/30/2022,Capcom,Capcom,Action RPG,,4.2,PC,86,dataset3
Monster Hunter Rise: Sunbreak,6/30/2022,Capcom,Capcom,Action RPG,,4.2,Nintendo Switch,85,dataset3
Monster Hunter Rise: Sunbreak,6/30/2022,Capcom,Capcom,Action RPG,,4.2,Xbox Series X,85,dataset3
Monster Hunter Rise: Sunbreak,6/30/2022,Capcom,Capcom,Action RPG,,4.2,PlayStation 5,88,dataset3
Monster Hunter Rise: Sunbreak,6/30/2022,Capcom,Capcom,Action RPG,,4.2,Xbox One,tbd,dataset3
Green Lantern: Rise of the Manhunters,6/7/2011,Double Helix Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated T For Teen,7.3,PlayStation 3,61,dataset3
Green Lantern: Rise of the Manhunters,6/7/2011,Double Helix Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated T For Teen,7.3,DS,tbd,dataset3
Green Lantern: Rise of the Manhunters,6/7/2011,Double Helix Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated T For Teen,7.3,Xbox 360,59,dataset3
Green Lantern: Rise of the Manhunters,6/7/2011,Double Helix Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated T For Teen,7.3,Wii,46,dataset3
Green Lantern: Rise of the Manhunters,6/7/2011,Double Helix Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated T For Teen,7.3,iOS (iPhone/iPad),tbd,dataset3
Green Lantern: Rise of the Manhunters,6/7/2011,Double Helix Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated T For Teen,7.3,3DS,42,dataset3
Proun+,11/27/2014,Engine Software,Engine Software,Racing,,,iOS (iPhone/iPad),85,dataset3
Proun+,11/27/2014,Engine Software,Engine Software,Racing,,,3DS,67,dataset3
SOCOM: U.S. Navy SEALs Tactical Strike,11/6/2007,Slant Six,SCEA,Tactical Third Person Shooter,Rated T For Teen,7.2,PSP,72,dataset3
The Hardy Boys: Treasure on the Tracks,9/1/2009,Her Interactive,Sega,Adventure,Rated E For Everyone,,DS,65,dataset3
UFC Personal Trainer: The Ultimate Fitness System,6/28/2011,Heavy Iron Studios,THQ,Exercise,Rated E For Everyone,6.4,PlayStation 3,65,dataset3
UFC Personal Trainer: The Ultimate Fitness System,6/28/2011,Heavy Iron Studios,THQ,Exercise,Rated E For Everyone,6.4,Xbox 360,70,dataset3
UFC Personal Trainer: The Ultimate Fitness System,6/28/2011,Heavy Iron Studios,THQ,Exercise,Rated E For Everyone,6.4,Wii,54,dataset3
Shantae and the Seven Sirens,5/28/2020,WayForward,WayForward,2D Platformer,Rated T For Teen,7.9,Nintendo Switch,79,dataset3
Shantae and the Seven Sirens,5/28/2020,WayForward,WayForward,2D Platformer,Rated T For Teen,7.9,PlayStation 4,71,dataset3
Shantae and the Seven Sirens,5/28/2020,WayForward,WayForward,2D Platformer,Rated T For Teen,7.9,PC,80,dataset3
Shantae and the Seven Sirens,5/28/2020,WayForward,WayForward,2D Platformer,Rated T For Teen,7.9,Xbox One,75,dataset3
Shantae and the Seven Sirens,5/28/2020,WayForward,WayForward,2D Platformer,Rated T For Teen,7.9,iOS (iPhone/iPad),tbd,dataset3
Folklore,10/9/2007,Game Republic,SCEA,Action Adventure,Rated T For Teen,7.8,PlayStation 3,75,dataset3
2064: Read Only Memories INTEGRAL,7/26/2018,MidBoss,MidBoss,Point-and-Click,Rated M For Mature,6.5,Nintendo Switch,74,dataset3
First Touch Soccer,5/4/2011,X2 Games,X2 Games,Soccer Sim,,6.8,iOS (iPhone/iPad),90,dataset3
Wraithborne,11/8/2012,Crescent Moon Games,Crescent Moon Games,Action RPG,,,iOS (iPhone/iPad),68,dataset3
Hello Kitty Island Adventure,7/28/2023,Sunblink,Sunblink,Virtual Life,,6.3,iOS (iPhone/iPad),83,dataset3
Incredipede,9/18/2013,Sarah Northway,Sarah Northway,Action Puzzle,,,PC,74,dataset3
Incredipede,9/18/2013,Sarah Northway,Sarah Northway,Action Puzzle,,,iOS (iPhone/iPad),79,dataset3
Runner3,5/22/2018,Choice Provisions,Nicalis,2D Platformer,Rated E +10 For Everyone +10,7.2,Nintendo Switch,73,dataset3
Runner3,5/22/2018,Choice Provisions,Nicalis,2D Platformer,Rated E +10 For Everyone +10,7.2,PC,78,dataset3
Rock Band Unplugged,6/9/2009,Backbone Entertainment,Electronic Arts,Rhythm,Rated T For Teen,8.1,PSP,79,dataset3
Rollerdrome,8/16/2022,roll7,Private Division,Third Person Shooter,Rated M For Mature,7.3,PlayStation 5,79,dataset3
Rollerdrome,8/16/2022,roll7,Private Division,Third Person Shooter,Rated M For Mature,7.3,PC,81,dataset3
Rollerdrome,8/16/2022,roll7,Private Division,Third Person Shooter,Rated M For Mature,7.3,Xbox Series X,tbd,dataset3
Tales From Deep Space,6/25/2015,Frontier Developments,Amazon Game Studios,Action,,5.6,iOS (iPhone/iPad),80,dataset3
Broken Sword: The Shadow of the Templars,3/17/2002,Revolution Software,Bam Entertainment,Point-and-Click,Rated T For Teen,8.0,PC,80,dataset3
Broken Sword: The Shadow of the Templars,3/17/2002,Revolution Software,Bam Entertainment,Point-and-Click,Rated T For Teen,8.0,Game Boy Advance,80,dataset3
TransWorld Snowboarding,10/29/2002,Housemarque,Infogrames,Skiing,Rated T For Teen,,Xbox,74,dataset3
Black Rock Shooter: The Game,4/23/2013,Imageepoch,NIS America,Action,Rated T For Teen,7.8,PSP,66,dataset3
Heroes of Ruin,7/17/2012,n-Space,Square Enix,Action RPG,Rated T For Teen,7.3,3DS,69,dataset3
Celebrity Sports Showdown,10/23/2008,EA Canada,Electronic Arts,Sports,Rated E For Everyone,,Wii,50,dataset3
Submerged: Hidden Depths,3/10/2022,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Third-Person Adventure,Rated E For Everyone,,PC,66,dataset3
Submerged: Hidden Depths,3/10/2022,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Third-Person Adventure,Rated E For Everyone,,PlayStation 5,72,dataset3
Submerged: Hidden Depths,3/10/2022,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Third-Person Adventure,Rated E For Everyone,,PlayStation 4,tbd,dataset3
Submerged: Hidden Depths,3/10/2022,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Third-Person Adventure,Rated E For Everyone,,Xbox Series X,74,dataset3
Sideway: New York,10/11/2011,Playbrains,Sony Online Entertainment,Miscellaneous,Rated E +10 For Everyone +10,6.9,PlayStation 3,73,dataset3
Sideway: New York,10/11/2011,Playbrains,Sony Online Entertainment,Miscellaneous,Rated E +10 For Everyone +10,6.9,PC,71,dataset3
X2: Wolverine's Revenge,4/15/2003,GenePool,Activision,Action Adventure,Rated T For Teen,4.6,PlayStation 2,58,dataset3
X2: Wolverine's Revenge,4/15/2003,GenePool,Activision,Action Adventure,Rated T For Teen,4.6,Xbox,58,dataset3
X2: Wolverine's Revenge,4/15/2003,GenePool,Activision,Action Adventure,Rated T For Teen,4.6,GameCube,62,dataset3
X2: Wolverine's Revenge,4/15/2003,GenePool,Activision,Action Adventure,Rated T For Teen,4.6,PC,55,dataset3
X2: Wolverine's Revenge,4/15/2003,GenePool,Activision,Action Adventure,Rated T For Teen,4.6,Game Boy Advance,72,dataset3
Pokemon Rumble Blast,10/24/2011,Ambrella,Nintendo,3D Beat-'Em-Up,Rated E +10 For Everyone +10,6.8,3DS,56,dataset3
Shadowgun: Deadzone,11/15/2012,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",Third Person Shooter,,5.9,iOS (iPhone/iPad),70,dataset3
Seven: The Days Long Gone,12/1/2017,IMGN.PRO,IMGN.PRO,Open-World Action,,7.3,PC,68,dataset3
The Legend of Kusakari,8/25/2016,Librage,Nnooo,Action,Rated E +10 For Everyone +10,,3DS,69,dataset3
WE ARE FOOTBALL,6/10/2021,Winning Streak Games,THQ Nordic,Soccer Management,,6.9,PC,67,dataset3
Cool Boarders 2001,5/21/2001,Idol Minds,SCEA,Skiing,Rated E For Everyone,5.3,PlayStation,56,dataset3
Cool Boarders 2001,5/21/2001,Idol Minds,SCEA,Skiing,Rated E For Everyone,5.3,PlayStation 2,78,dataset3
King's Quest Chapter 1: A Knight to Remember,7/29/2015,The Odd Gentlemen,Sierra Games,Adventure,Rated E +10 For Everyone +10,8.0,Xbox One,80,dataset3
King's Quest Chapter 1: A Knight to Remember,7/29/2015,The Odd Gentlemen,Sierra Games,Adventure,Rated E +10 For Everyone +10,8.0,PC,82,dataset3
King's Quest Chapter 1: A Knight to Remember,7/29/2015,The Odd Gentlemen,Sierra Games,Adventure,Rated E +10 For Everyone +10,8.0,PlayStation 4,77,dataset3
Purrfect Date,12/15/2017,The Bae Team,Bossa Studios,Visual Novel,,4.9,PC,72,dataset3
Purrfect Date,12/15/2017,The Bae Team,Bossa Studios,Visual Novel,,4.9,iOS (iPhone/iPad),tbd,dataset3
Call of Duty: Black Ops - First Strike,2/1/2011,Treyarch,Activision,Tactical FPS,Rated M For Mature,6.5,Xbox 360,78,dataset3
Call of Duty: Black Ops - First Strike,2/1/2011,Treyarch,Activision,Tactical FPS,Rated M For Mature,6.5,PC,tbd,dataset3
Call of Duty: Black Ops - First Strike,2/1/2011,Treyarch,Activision,Tactical FPS,Rated M For Mature,6.5,PlayStation 3,tbd,dataset3
Nintendogs: Dachshund & Friends,8/22/2005,Nintendo,Nintendo,Virtual Pet,Rated E For Everyone,6.2,DS,83,dataset3
Batman: Arkham Knight - A Matter of Family,7/14/2015,WB Games Montreal,Warner Bros. Interactive Entertainment,Open-World Action,Rated M For Mature,7.3,PlayStation 4,61,dataset3
Batman: Arkham Knight - A Matter of Family,7/14/2015,WB Games Montreal,Warner Bros. Interactive Entertainment,Open-World Action,Rated M For Mature,7.3,Xbox One,62,dataset3
Batman: Arkham Knight - A Matter of Family,7/14/2015,WB Games Montreal,Warner Bros. Interactive Entertainment,Open-World Action,Rated M For Mature,7.3,PC,tbd,dataset3
MX Rider,10/30/2001,Paradigm Entertainment,Infogrames,Arcade Racing,Rated E For Everyone,5.3,PlayStation 2,69,dataset3
Kinectimals,11/4/2010,Frontier Developments,Microsoft Game Studios,Virtual Life,Rated E For Everyone,3.6,Xbox 360,74,dataset3
Kinectimals,11/4/2010,Frontier Developments,Microsoft Game Studios,Virtual Life,Rated E For Everyone,3.6,iOS (iPhone/iPad),77,dataset3
Justice League Heroes: The Flash,10/17/2006,WayForward,Warner Bros. Interactive Entertainment,2D Beat-'Em-Up,Rated E +10 For Everyone +10,8.3,Game Boy Advance,72,dataset3
F.E.A.R.,10/17/2005,Monolith Productions,VU Games,FPS,Rated M For Mature,8.5,PlayStation 3,72,dataset3
F.E.A.R.,10/17/2005,Monolith Productions,VU Games,FPS,Rated M For Mature,8.5,PC,88,dataset3
