title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source,summary
Utawarerumono: Prelude to the Fallen,2020-05-26,Aqua Plus,NIS America,Turn-Based Tactics,Rated M For Mature,8.0,PlayStation Vita,tbd,dataset3,
March of the Eagles,2013-02-18,Paradox Development Studio,Paradox Interactive,Real-Time Strategy,,6.9,PC,71,dataset3,
Ghost of a Tale,2018-03-13,SeithCG,SeithCG,Action Adventure,,8.1,PC,75,dataset3,
Ghost of a Tale,2018-03-13,SeithCG,SeithCG,Action Adventure,,8.1,Xbox One,75,dataset3,
Ghost of a Tale,2018-03-13,SeithCG,SeithCG,Action Adventure,,8.1,PlayStation 4,82,dataset3,
Ghost of a Tale,2018-03-13,SeithCG,SeithCG,Action Adventure,,8.1,Nintendo Switch,tbd,dataset3,
MIND: Path to Thalamus,2014-08-05,Carlos Coronado,Carlos Coronado,FPS,,6.8,PC,75,dataset3,
American Conquest: Divided Nation,2006-03-27,Revolution of Strategy,cdv Software,Command RTS,Rated E +10 For Everyone +10,6.5,PC,53,dataset3,
Danganronpa 2: Goodbye Despair,2014-09-02,Spike Chunsoft,NIS America,Visual Novel,Rated M For Mature,8.8,PlayStation Vita,81,dataset3,
Danganronpa 2: Goodbye Despair,2014-09-02,Spike Chunsoft,NIS America,Visual Novel,Rated M For Mature,8.8,PC,83,dataset3,
Danganronpa 2: Goodbye Despair,2014-09-02,Spike Chunsoft,NIS America,Visual Novel,Rated M For Mature,8.8,iOS,tbd,dataset3,
escapeVektor: Chapter 1,2011-09-29,Nnooo,Nnooo,Action Puzzle,Rated E For Everyone,7.2,Wii,81,dataset3,
Synapse,2023-07-04,nDreams,nDreams,Light Gun,Rated T For Teen,7.6,PlayStation 5,77,dataset3,
The Incredible Hulk: Ultimate Destruction,2005-08-23,Radical Entertainment,VU Games,Open-World Action,Rated T For Teen,7.2,PlayStation 2,83,dataset3,
The Incredible Hulk: Ultimate Destruction,2005-08-23,Radical Entertainment,VU Games,Open-World Action,Rated T For Teen,7.2,Xbox,84,dataset3,
The Incredible Hulk: Ultimate Destruction,2005-08-23,Radical Entertainment,VU Games,Open-World Action,Rated T For Teen,7.2,GameCube,84,dataset3,
Xenosaga Episode 3: Also sprach Zarathustra,2006-08-29,Monolith Soft,Namco Bandai Games,JRPG,Rated T For Teen,8.9,PlayStation 2,81,dataset3,
Alien Resurrection,2000-10-10,Argonaut Games,Fox Interactive,FPS,Rated M For Mature,6.9,PlayStation,61,dataset3,
Jurassic Park: Classic Games Collection,2023-11-21,Carbon Engine,Limited Run Games,Compilation,Rated E +10 For Everyone +10,,PlayStation 5,57,dataset3,
Jurassic Park: Classic Games Collection,2023-11-21,Carbon Engine,Limited Run Games,Compilation,Rated E +10 For Everyone +10,,Xbox Series X / S,tbd,dataset3,
Jurassic Park: Classic Games Collection,2023-11-21,Carbon Engine,Limited Run Games,Compilation,Rated E +10 For Everyone +10,,Nintendo Switch,50,dataset3,
Jurassic Park: Classic Games Collection,2023-11-21,Carbon Engine,Limited Run Games,Compilation,Rated E +10 For Everyone +10,,PC,tbd,dataset3,
Surfing H3O,2000-10-26,Opus,Rockstar Games,Surfing,Rated E For Everyone,3.2,PlayStation 2,46,dataset3,
Wayward Sky,2016-10-10,Uber Entertainment,Uber Entertainment,Action,Rated T For Teen,7.6,PlayStation 4,72,dataset3,
Exit the Gungeon,2020-03-17,Dodge Roll,Devolver Digital,2D Platformer,Rated E +10 For Everyone +10,7.3,iOS,tbd,dataset3,
Exit the Gungeon,2020-03-17,Dodge Roll,Devolver Digital,2D Platformer,Rated E +10 For Everyone +10,7.3,PC,67,dataset3,
Exit the Gungeon,2020-03-17,Dodge Roll,Devolver Digital,2D Platformer,Rated E +10 For Everyone +10,7.3,Nintendo Switch,68,dataset3,
Exit the Gungeon,2020-03-17,Dodge Roll,Devolver Digital,2D Platformer,Rated E +10 For Everyone +10,7.3,PlayStation 4,tbd,dataset3,
Exit the Gungeon,2020-03-17,Dodge Roll,Devolver Digital,2D Platformer,Rated E +10 For Everyone +10,7.3,Xbox One,78,dataset3,
Outcry,2008-08-28,Phantomery Interactive,The Adventure Company,Point-and-Click,Rated E +10 For Everyone +10,7.4,PC,63,dataset3,
Akiba's Trip: Hellbound & Debriefed,2021-07-20,Acquire,XSEED Games,3D Beat-'Em-Up,Rated M For Mature,5.3,PC,tbd,dataset3,
Akiba's Trip: Hellbound & Debriefed,2021-07-20,Acquire,XSEED Games,3D Beat-'Em-Up,Rated M For Mature,5.3,PlayStation 4,52,dataset3,
Akiba's Trip: Hellbound & Debriefed,2021-07-20,Acquire,XSEED Games,3D Beat-'Em-Up,Rated M For Mature,5.3,Nintendo Switch,53,dataset3,
Signs of the Sojourner,2020-05-14,Echodog Games,Echodog Games,Card Battle,,7.4,PC,77,dataset3,
Signs of the Sojourner,2020-05-14,Echodog Games,Echodog Games,Card Battle,,7.4,Nintendo Switch,80,dataset3,
Signs of the Sojourner,2020-05-14,Echodog Games,Echodog Games,Card Battle,,7.4,Xbox One,tbd,dataset3,
Signs of the Sojourner,2020-05-14,Echodog Games,Echodog Games,Card Battle,,7.4,PlayStation 4,tbd,dataset3,
The Caligula Effect 2,2021-10-19,historia Inc,NIS America,JRPG,Rated T For Teen,6.5,Nintendo Switch,77,dataset3,
The Caligula Effect 2,2021-10-19,historia Inc,NIS America,JRPG,Rated T For Teen,6.5,PlayStation 4,65,dataset3,
The Caligula Effect 2,2021-10-19,historia Inc,NIS America,JRPG,Rated T For Teen,6.5,PC,tbd,dataset3,
The Caligula Effect 2,2021-10-19,historia Inc,NIS America,JRPG,Rated T For Teen,6.5,PlayStation 5,tbd,dataset3,
Cocoon,2023-09-29,Geometric Interactive,Annapurna Interactive,Action Adventure,,7.9,Xbox Series X / S,89,dataset3,
Cocoon,2023-09-29,Geometric Interactive,Annapurna Interactive,Action Adventure,,7.9,PC,88,dataset3,
Cocoon,2023-09-29,Geometric Interactive,Annapurna Interactive,Action Adventure,,7.9,Nintendo Switch,89,dataset3,
Cocoon,2023-09-29,Geometric Interactive,Annapurna Interactive,Action Adventure,,7.9,PlayStation 5,90,dataset3,
Gratuitous Tank Battles,2012-05-17,Positech Games,Positech Games,Strategy,,6.4,PC,69,dataset3,
Tekken 3D Prime Edition,2012-02-14,Arika,Namco Bandai Games,3D Fighting,Rated T For Teen,6.0,Nintendo 3DS,64,dataset3,
Mercenary Kings,2014-04-01,Tribute Games,Tribute Games,Horizontal Shoot-'Em-Up,Rated T For Teen,5.8,PlayStation 4,70,dataset3,
Mercenary Kings,2014-04-01,Tribute Games,Tribute Games,Horizontal Shoot-'Em-Up,Rated T For Teen,5.8,PC,76,dataset3,
Volcano Escape,2011-02-17,Bravo,Bravo,Action,,,iOS,68,dataset3,
AlphaBounce,2010-04-12,Mad Monkey Studio,Motion Twin,Action,Rated T For Teen,4.4,Nintendo DS,78,dataset3,
A Gummy's Life,2018-09-25,EP Games,EP Games,Party,Rated E +10 For Everyone +10,8.0,Nintendo Switch,61,dataset3,
A Gummy's Life,2018-09-25,EP Games,EP Games,Party,Rated E +10 For Everyone +10,8.0,PlayStation 4,tbd,dataset3,
A Gummy's Life,2018-09-25,EP Games,EP Games,Party,Rated E +10 For Everyone +10,8.0,PlayStation 5,tbd,dataset3,
A Gummy's Life,2018-09-25,EP Games,EP Games,Party,Rated E +10 For Everyone +10,8.0,Xbox Series X / S,tbd,dataset3,
Star Ocean: First Departure R,2019-12-05,Tri-Ace,Square Enix,Action RPG,Rated T For Teen,6.8,Nintendo Switch,74,dataset3,
Star Ocean: First Departure R,2019-12-05,Tri-Ace,Square Enix,Action RPG,Rated T For Teen,6.8,PlayStation 4,73,dataset3,
Totaled!,2002-07-29,Rage Software,Majesco,Auto Racing,Rated T For Teen,,Xbox,55,dataset3,
Duet,2013-10-10,,,Action,,7.2,PC,tbd,dataset3,
Duet,2013-10-10,,,Action,,7.2,iOS,79,dataset3,
Robin Hood: Defender of the Crown,2003-09-30,Cinemaware,Capcom,Turn-Based Strategy,Rated T For Teen,,PC,63,dataset3,
Robin Hood: Defender of the Crown,2003-09-30,Cinemaware,Capcom,Turn-Based Strategy,Rated T For Teen,,PlayStation 2,59,dataset3,
Robin Hood: Defender of the Crown,2003-09-30,Cinemaware,Capcom,Turn-Based Strategy,Rated T For Teen,,Xbox,57,dataset3,
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,2017-06-06,Telltale Games,Telltale Games,Third-Person Adventure,Rated T For Teen,6.0,Xbox One,78,dataset3,
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,2017-06-06,Telltale Games,Telltale Games,Third-Person Adventure,Rated T For Teen,6.0,iOS,tbd,dataset3,
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,2017-06-06,Telltale Games,Telltale Games,Third-Person Adventure,Rated T For Teen,6.0,PlayStation 4,70,dataset3,
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,2017-06-06,Telltale Games,Telltale Games,Third-Person Adventure,Rated T For Teen,6.0,PC,72,dataset3,
Ghost Pirates of Vooju Island,2010-08-30,Autumn Moon,THQ,Point-and-Click,Rated T For Teen,5.8,PC,66,dataset3,
The Yawhg,2013-06-14,damiansommer,damiansommer,Adventure,,7.6,PC,66,dataset3,
The LEGO Movie 2 Videogame,2019-02-26,TT Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,3.4,Xbox One,65,dataset3,
The LEGO Movie 2 Videogame,2019-02-26,TT Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,3.4,Nintendo Switch,56,dataset3,
The LEGO Movie 2 Videogame,2019-02-26,TT Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,3.4,PlayStation 4,57,dataset3,
The LEGO Movie 2 Videogame,2019-02-26,TT Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,3.4,PC,56,dataset3,
Ogre Battle 64: Person of Lordly Caliber,2000-10-07,Quest,Atlus,Turn-Based Tactics,Rated T For Teen,8.0,Nintendo 64,82,dataset3,
Star Wars The Clone Wars: Lightsaber Duels,2008-11-11,Krome Studios,LucasArts,Action Adventure,Rated T For Teen,6.6,Nintendo DS,68,dataset3,
Star Wars The Clone Wars: Lightsaber Duels,2008-11-11,Krome Studios,LucasArts,Action Adventure,Rated T For Teen,6.6,Wii,56,dataset3,
Titan Quest: Immortal Throne,2007-03-05,Iron Lore Entertainment,THQ,Action RPG,Rated T For Teen,8.3,PC,80,dataset3,
Democracy,2005-04-01,Positech Games,Positech Games,Tycoon,Rated T For Teen,4.9,PC,62,dataset3,
Lumo,2016-05-24,Triple Eh? Ltd,Rising Star Games,3D Platformer,Rated E +10 For Everyone +10,6.0,Xbox One,73,dataset3,
Lumo,2016-05-24,Triple Eh? Ltd,Rising Star Games,3D Platformer,Rated E +10 For Everyone +10,6.0,PlayStation 4,73,dataset3,
Lumo,2016-05-24,Triple Eh? Ltd,Rising Star Games,3D Platformer,Rated E +10 For Everyone +10,6.0,PlayStation Vita,tbd,dataset3,
Lumo,2016-05-24,Triple Eh? Ltd,Rising Star Games,3D Platformer,Rated E +10 For Everyone +10,6.0,PC,77,dataset3,
Lumo,2016-05-24,Triple Eh? Ltd,Rising Star Games,3D Platformer,Rated E +10 For Everyone +10,6.0,Nintendo Switch,77,dataset3,
Project Warlock,2020-06-09,Buckshot Software,Crunching Koalas,FPS,Rated M For Mature,5.5,PC,78,dataset3,
Project Warlock,2020-06-09,Buckshot Software,Crunching Koalas,FPS,Rated M For Mature,5.5,Xbox One,79,dataset3,
Project Warlock,2020-06-09,Buckshot Software,Crunching Koalas,FPS,Rated M For Mature,5.5,Nintendo Switch,71,dataset3,
Project Warlock,2020-06-09,Buckshot Software,Crunching Koalas,FPS,Rated M For Mature,5.5,PlayStation 4,74,dataset3,
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003-04-08,KCEJ,Konami,Card Battle,Rated E For Everyone,6.9,Game Boy Advance,72,dataset3,
Championship Motocross 2001 Featuring Ricky Carmichael,2001-01-30,Funcom,THQ,Arcade Racing,Rated T For Teen,,PlayStation,70,dataset3,
Sorcery! Part 4,2016-09-22,inkle,inkle,Text Adventure,,6.9,iOS,89,dataset3,
Sorcery! Part 4,2016-09-22,inkle,inkle,Text Adventure,,6.9,PC,tbd,dataset3,
Spartacus Legends,2013-06-26,Kung Fu Factory,Ubisoft,3D Fighting,Rated M For Mature,5.2,Xbox 360,45,dataset3,
Spartacus Legends,2013-06-26,Kung Fu Factory,Ubisoft,3D Fighting,Rated M For Mature,5.2,PlayStation 3,50,dataset3,
FATED: The Silent Oath,2017-03-28,Frima Studio,Frima Studio,First-Person Adventure,Rated T For Teen,5.3,PC,67,dataset3,
FATED: The Silent Oath,2017-03-28,Frima Studio,Frima Studio,First-Person Adventure,Rated T For Teen,5.3,PlayStation 4,64,dataset3,
Satellina,2015-01-22,Peter Smith,Peter Smith,Puzzle,,,iOS,79,dataset3,
Sonic Dash 2: Sonic Boom,2015-10-08,Hardlight Studio,Sega,3D Platformer,,6.3,iOS,60,dataset3,
NBA ShootOut 2003,2002-09-25,989 Sports,SCEA,Basketball Sim,Rated E For Everyone,,PlayStation,tbd,dataset3,
NBA ShootOut 2003,2002-09-25,989 Sports,SCEA,Basketball Sim,Rated E For Everyone,,PlayStation 2,62,dataset3,
DOFUS,2005-09-01,Ankama Games,Ankama Games,MMORPG,,7.0,PC,72,dataset3,
Pirates of the Caribbean: Dead Man's Chest,2006-06-27,Griptonite Games,Buena Vista Games,Action Adventure,Rated T For Teen,7.5,Nintendo DS,63,dataset3,
Pirates of the Caribbean: Dead Man's Chest,2006-06-27,Griptonite Games,Buena Vista Games,Action Adventure,Rated T For Teen,7.5,PSP,52,dataset3,
Pirates of the Caribbean: Dead Man's Chest,2006-06-27,Griptonite Games,Buena Vista Games,Action Adventure,Rated T For Teen,7.5,Game Boy Advance,70,dataset3,
Destiny 2,2017-09-06,Bungie,Activision,FPS,Rated T For Teen,5.0,Xbox One,87,dataset3,
Destiny 2,2017-09-06,Bungie,Activision,FPS,Rated T For Teen,5.0,PlayStation 4,85,dataset3,
Destiny 2,2017-09-06,Bungie,Activision,FPS,Rated T For Teen,5.0,PC,83,dataset3,
Destiny 2,2017-09-06,Bungie,Activision,FPS,Rated T For Teen,5.0,PlayStation 5,tbd,dataset3,
Dragon Quest 5: Hand of the Heavenly Bride,2009-02-16,ArtePiazza,Square Enix,JRPG,Rated E +10 For Everyone +10,8.7,Nintendo DS,84,dataset3,
Dragon Quest 5: Hand of the Heavenly Bride,2009-02-16,ArtePiazza,Square Enix,JRPG,Rated E +10 For Everyone +10,8.7,iOS,90,dataset3,
King of Fighters: Maximum Impact - Maniax,2005-06-28,SNK Playmore,SNK Playmore,3D Fighting,Rated T For Teen,,Xbox,69,dataset3,
Hyperdimension Neptunia U: Action Unleashed,2015-05-19,Tamsoft,Idea Factory,3D Beat-'Em-Up,Rated T For Teen,7.3,PlayStation Vita,71,dataset3,
Hyperdimension Neptunia U: Action Unleashed,2015-05-19,Tamsoft,Idea Factory,3D Beat-'Em-Up,Rated T For Teen,7.3,PC,50,dataset3,
World of Warcraft: Legion,2016-08-29,Blizzard Entertainment,Blizzard Entertainment,MMORPG,,7.6,PC,88,dataset3,
Mad Tracks,2007-05-30,Load Inc.,D3Publisher,Auto Racing,Rated E For Everyone,6.7,Xbox 360,62,dataset3,
Mad Tracks,2007-05-30,Load Inc.,D3Publisher,Auto Racing,Rated E For Everyone,6.7,PC,tbd,dataset3,
Mad Tracks,2007-05-30,Load Inc.,D3Publisher,Auto Racing,Rated E For Everyone,6.7,iOS,tbd,dataset3,
Etrian Odyssey 2: Heroes of Lagaard,2008-06-13,Atlus,Atlus,JRPG,Rated E +10 For Everyone +10,7.8,Nintendo DS,82,dataset3,
NBA Playgrounds,2017-05-09,Saber Interactive,Saber Interactive,Basketball,Rated E For Everyone,6.5,Nintendo Switch,63,dataset3,
NBA Playgrounds,2017-05-09,Saber Interactive,Saber Interactive,Basketball,Rated E For Everyone,6.5,Xbox One,66,dataset3,
NBA Playgrounds,2017-05-09,Saber Interactive,Saber Interactive,Basketball,Rated E For Everyone,6.5,PlayStation 4,68,dataset3,
NBA Playgrounds,2017-05-09,Saber Interactive,Saber Interactive,Basketball,Rated E For Everyone,6.5,PC,67,dataset3,
Sid Meier's Civilization 4,2005-10-25,Firaxis Games,2K Games,4X Strategy,Rated E +10 For Everyone +10,8.4,PC,94,dataset3,
Collection of Mana,2019-06-11,M2,Square Enix,Compilation,Rated E +10 For Everyone +10,8.0,Nintendo Switch,83,dataset3,
NightCaster: Defeat the Darkness,2002-01-21,VR1 Entertainment,Microsoft Game Studios,Action Adventure,Rated T For Teen,,Xbox,61,dataset3,
Pharaoh: A New Era,2023-02-15,Triskell Interactive,DotEmu,Management,,4.0,PC,76,dataset3,
Dark Souls 2,2014-03-11,From Software,Namco Bandai Games,Action RPG,Rated T For Teen,8.1,PlayStation 3,91,dataset3,
Dark Souls 2,2014-03-11,From Software,Namco Bandai Games,Action RPG,Rated T For Teen,8.1,Xbox 360,91,dataset3,
Dark Souls 2,2014-03-11,From Software,Namco Bandai Games,Action RPG,Rated T For Teen,8.1,PC,91,dataset3,
Pony Friends,2007-05-30,Tantalus,Eidos Interactive,Virtual Life,Rated E For Everyone,,Nintendo DS,67,dataset3,
The Secrets of Atlantis,2007-05-29,Atlantis Interactive Entertainment,The Adventure Company,First-Person Adventure,Rated T For Teen,3.7,PC,48,dataset3,
Star Wars: The Clone Wars,2002-10-28,Pandemic Studios,LucasArts,Third Person Shooter,Rated T For Teen,6.7,GameCube,73,dataset3,
Star Wars: The Clone Wars,2002-10-28,Pandemic Studios,LucasArts,Third Person Shooter,Rated T For Teen,6.7,PlayStation 2,72,dataset3,
Star Wars: The Clone Wars,2002-10-28,Pandemic Studios,LucasArts,Third Person Shooter,Rated T For Teen,6.7,Xbox,71,dataset3,
Carnival Games VR,2016-10-28,Cat Daddy Games,2K Games,Party,Rated E +10 For Everyone +10,5.8,PlayStation 4,58,dataset3,
Carnival Games VR,2016-10-28,Cat Daddy Games,2K Games,Party,Rated E +10 For Everyone +10,5.8,PC,tbd,dataset3,
Neptunia: Sisters vs. Sisters,2023-01-24,Compile Heart,Idea Factory,Action RPG,Rated T For Teen,5.2,PlayStation 5,65,dataset3,
Neptunia: Sisters vs. Sisters,2023-01-24,Compile Heart,Idea Factory,Action RPG,Rated T For Teen,5.2,PlayStation 4,tbd,dataset3,
Neptunia: Sisters vs. Sisters,2023-01-24,Compile Heart,Idea Factory,Action RPG,Rated T For Teen,5.2,PC,74,dataset3,
Neptunia: Sisters vs. Sisters,2023-01-24,Compile Heart,Idea Factory,Action RPG,Rated T For Teen,5.2,Nintendo Switch,tbd,dataset3,
Sid Meier's Civilization: Beyond Earth,2014-10-23,Firaxis Games,2K Games,4X Strategy,Rated E +10 For Everyone +10,5.5,PC,81,dataset3,
Uncharted 3: Drake's Deception,2011-11-01,Naughty Dog,SCEA,Linear Action Adventure,Rated T For Teen,8.4,PlayStation 3,92,dataset3,
Rise of Nations: Thrones & Patriots,2004-04-27,Big Huge Games,Microsoft Game Studios,Real-Time Strategy,Rated T For Teen,8.8,PC,88,dataset3,
Joggernauts,2018-10-11,Space Mace,Space Mace,2D Platformer,Rated E For Everyone,,PC,tbd,dataset3,
Joggernauts,2018-10-11,Space Mace,Space Mace,2D Platformer,Rated E For Everyone,,Nintendo Switch,70,dataset3,
Dance Paradise,2011-02-15,Smack Down Productions,THQ,Dancing,Rated T For Teen,,Xbox 360,59,dataset3,
Valhalla Knights: Eldar Saga,2009-09-30,K2,XSEED Games,Action RPG,Rated T For Teen,5.9,Wii,35,dataset3,
Lux-Pain,2009-03-27,Killaware,Ignition Entertainment,Visual Novel,Rated T For Teen,6.6,Nintendo DS,48,dataset3,
Max Payne 3,2012-05-15,Rockstar Games,Rockstar Games,Third Person Shooter,Rated M For Mature,7.9,PC,87,dataset3,
Max Payne 3,2012-05-15,Rockstar Games,Rockstar Games,Third Person Shooter,Rated M For Mature,7.9,Xbox 360,86,dataset3,
Max Payne 3,2012-05-15,Rockstar Games,Rockstar Games,Third Person Shooter,Rated M For Mature,7.9,PlayStation 3,87,dataset3,
Star Wars: Galaxy of Heroes,2015-11-24,Electronic Arts,Electronic Arts,Card Battle,,5.4,iOS,70,dataset3,
Chronicles of Mystery: The Scorpio Ritual,2008-11-14,City Interactive,City Interactive,Point-and-Click,Rated E +10 For Everyone +10,5.4,PC,62,dataset3,
Legacy: Dark Shadows,2004-11-19,Razbor Studios,Tri Synergy,Third-Person Adventure,Rated T For Teen,1.4,PC,41,dataset3,
Variable Barricade,2022-02-24,Otomate,Aksys Games,Visual Novel,Rated T For Teen,7.5,Nintendo Switch,79,dataset3,
Phoenix Point: Behemoth Edition,2021-10-01,Snapshot Games Inc.,Prime Matter,Turn-Based Tactics,Rated T For Teen,6.1,Xbox One,tbd,dataset3,
Phoenix Point: Behemoth Edition,2021-10-01,Snapshot Games Inc.,Prime Matter,Turn-Based Tactics,Rated T For Teen,6.1,PlayStation 4,72,dataset3,
Phoenix Point: Behemoth Edition,2021-10-01,Snapshot Games Inc.,Prime Matter,Turn-Based Tactics,Rated T For Teen,6.1,Xbox Series X / S,tbd,dataset3,
Spider-Man: Battle for New York,2006-11-14,Torus Games,Activision,2D Platformer,Rated E +10 For Everyone +10,4.6,Nintendo DS,68,dataset3,
Spider-Man: Battle for New York,2006-11-14,Torus Games,Activision,2D Platformer,Rated E +10 For Everyone +10,4.6,Game Boy Advance,tbd,dataset3,
Dordogne,2023-06-13,Un Je Ne Sais Quoi,Focus Entertainment,Adventure,,7.3,Nintendo Switch,74,dataset3,
Dordogne,2023-06-13,Un Je Ne Sais Quoi,Focus Entertainment,Adventure,,7.3,PC,76,dataset3,
Dordogne,2023-06-13,Un Je Ne Sais Quoi,Focus Entertainment,Adventure,,7.3,PlayStation 5,79,dataset3,
Dordogne,2023-06-13,Un Je Ne Sais Quoi,Focus Entertainment,Adventure,,7.3,Xbox Series X / S,tbd,dataset3,
Dordogne,2023-06-13,Un Je Ne Sais Quoi,Focus Entertainment,Adventure,,7.3,PlayStation 4,tbd,dataset3,
EverQuest Online Adventures: Frontiers,2003-11-17,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Rated T For Teen,3.6,PlayStation 2,77,dataset3,
Pokemon Dash,2005-03-14,Ambrella,Nintendo,Arcade Racing,Rated E For Everyone,4.8,Nintendo DS,46,dataset3,
Frog Detective 2: The Case of the Invisible Wizard,2019-12-09,Grace Bruxner,worm club,First-Person Adventure,,8.2,PC,81,dataset3,
DRIV3R,2004-06-21,Reflections Interactive,Atari SA,Open-World Action,Rated M For Mature,3.7,PlayStation 2,57,dataset3,
DRIV3R,2004-06-21,Reflections Interactive,Atari SA,Open-World Action,Rated M For Mature,3.7,Xbox,56,dataset3,
DRIV3R,2004-06-21,Reflections Interactive,Atari SA,Open-World Action,Rated M For Mature,3.7,PC,40,dataset3,
DRIV3R,2004-06-21,Reflections Interactive,Atari SA,Open-World Action,Rated M For Mature,3.7,Game Boy Advance,tbd,dataset3,
Turn It Around,2007-08-28,Taito Corporation,Majesco,Party,Rated E For Everyone,,Nintendo DS,39,dataset3,
WarioWare: Smooth Moves,2007-01-15,Intelligent Systems,Nintendo,Party,Rated E +10 For Everyone +10,8.3,Wii,83,dataset3,
Trulon: The Shadow Engine,2017-02-24,Headup Games,Headup Games,JRPG,Rated E +10 For Everyone +10,,iOS,tbd,dataset3,
Trulon: The Shadow Engine,2017-02-24,Headup Games,Headup Games,JRPG,Rated E +10 For Everyone +10,,PC,tbd,dataset3,
Trulon: The Shadow Engine,2017-02-24,Headup Games,Headup Games,JRPG,Rated E +10 For Everyone +10,,Xbox One,49,dataset3,
Trulon: The Shadow Engine,2017-02-24,Headup Games,Headup Games,JRPG,Rated E +10 For Everyone +10,,PlayStation 4,tbd,dataset3,
The Ship (2006),2006-07-11,Outerlight,Outerlight,FPS,Rated T For Teen,7.1,PC,76,dataset3,
Tracks: The Train Set Game,2019-11-14,Whoop Group,Excalibur Games,Tycoon,Rated E For Everyone,5.5,Nintendo Switch,63,dataset3,
Tracks: The Train Set Game,2019-11-14,Whoop Group,Excalibur Games,Tycoon,Rated E For Everyone,5.5,Xbox One,69,dataset3,
Pac-Man Championship Edition 2 Plus,2018-02-22,Bandai Namco Games,Bandai Namco Games,Arcade,Rated E For Everyone,7.4,Nintendo Switch,80,dataset3,
The King of Fighters 13,2011-11-22,SNK Playmore,Atlus,2D Fighting,Rated T For Teen,8.4,Xbox 360,79,dataset3,
The King of Fighters 13,2011-11-22,SNK Playmore,Atlus,2D Fighting,Rated T For Teen,8.4,PlayStation 3,77,dataset3,
FIFA 2001 Major League Soccer,2000-10-30,EA Sports,EA Sports,Soccer Sim,Rated E For Everyone,7.0,PC,85,dataset3,
FIFA 2001 Major League Soccer,2000-10-30,EA Sports,EA Sports,Soccer Sim,Rated E For Everyone,7.0,PlayStation,85,dataset3,
Monster Trucks DS,,Skyworks Technologies,Majesco,Auto Racing Sim,Rated E For Everyone,,Nintendo DS,33,dataset3,
Risk of Rain 2,2020-08-11,Hopoo Games,Hopoo Games,Third Person Shooter,,8.4,PC,85,dataset3,
Risk of Rain 2,2020-08-11,Hopoo Games,Hopoo Games,Third Person Shooter,,8.4,Nintendo Switch,tbd,dataset3,
Risk of Rain 2,2020-08-11,Hopoo Games,Hopoo Games,Third Person Shooter,,8.4,Xbox One,79,dataset3,
Risk of Rain 2,2020-08-11,Hopoo Games,Hopoo Games,Third Person Shooter,,8.4,PlayStation 4,tbd,dataset3,
Agatha Christie - Murder on the Orient Express,2023-10-19,Microids Studio Lyon,Microids,Third-Person Adventure,Rated T For Teen,8.8,PlayStation 5,64,dataset3,
Agatha Christie - Murder on the Orient Express,2023-10-19,Microids Studio Lyon,Microids,Third-Person Adventure,Rated T For Teen,8.8,Xbox Series X / S,tbd,dataset3,
Agatha Christie - Murder on the Orient Express,2023-10-19,Microids Studio Lyon,Microids,Third-Person Adventure,Rated T For Teen,8.8,PC,74,dataset3,
Agatha Christie - Murder on the Orient Express,2023-10-19,Microids Studio Lyon,Microids,Third-Person Adventure,Rated T For Teen,8.8,Nintendo Switch,tbd,dataset3,
Agatha Christie - Murder on the Orient Express,2023-10-19,Microids Studio Lyon,Microids,Third-Person Adventure,Rated T For Teen,8.8,PlayStation 4,tbd,dataset3,
Color Zen,2013-06-06,Large Animal Games,Large Animal Games,Puzzle,,,iOS,78,dataset3,
Color Zen,2013-06-06,Large Animal Games,Large Animal Games,Puzzle,,,Wii U,tbd,dataset3,
Color Zen,2013-06-06,Large Animal Games,Large Animal Games,Puzzle,,,Nintendo 3DS,75,dataset3,
Color Zen,2013-06-06,Large Animal Games,Large Animal Games,Puzzle,,,Nintendo Switch,tbd,dataset3,
Sacred,2004-03-25,Ascaron Entertainment,Encore Software,Action RPG,Rated T For Teen,7.9,PC,74,dataset3,
3D Ultra MiniGolf Adventures,2007-04-18,Wanako Studios,Sierra Online,Golf,Rated E For Everyone,5.9,PC,tbd,dataset3,
3D Ultra MiniGolf Adventures,2007-04-18,Wanako Studios,Sierra Online,Golf,Rated E For Everyone,5.9,Xbox 360,66,dataset3,
Warriors Orochi 4,2018-10-16,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,8.0,PlayStation 4,72,dataset3,
Warriors Orochi 4,2018-10-16,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,8.0,Nintendo Switch,60,dataset3,
